RGD symbol	NCBI gene ID	Gene Synonym
H2aj	103690002	H2afj
H2aj	103690002	LOC100910152
H2aj	103690002	LOC690795
Fam47a	100362696	LOC100362696
Spcs2	293142	LOC293142
Spcs2	293142	RGD1311253
Vsig1	315920	LOC315920
Vsig1	315920	MGC114516
Olr1496	100909578	
LOC100909578	100909578	
Olr1496	404968	
LOC100909578	404968	
		
Csgalnact2	297554	Galnact2
Csgalnact2	297554	LOC297554
Csgalnact2	297554	RGD1563660
Ccdc175	500668	LOC500668
Rcan1	266766	Dscr1
Rcan1	266766	Mcip1
Trank1	316022	LOC316022
Trank1	316022	RGD1563130
Klhl26	290657	LOC290657
Klhl26	290657	RGD1312034
Olr299	293598	ratchr1-200550481-200549552_ORF
		
Dpm3	502017	LOC502017
Dpm3	502017	RGD1561807
Unc5c	362049	
Emd	25437	
		
Rbm6	315997	LOC315997
Rbm6	315997	RGD1560367
		
Whrn	313255	Cip98
Whrn	313255	Dfnb31
Myrfl		LOC362879
Myrfl		RGD1562127
Cd6	25752	MGC108551
Cd6	25752	OX52
Hoxb8	24457	Hox2r1a
Hoxb8	24457	Hoxb8_mapped
Cracd	289568	LOC289568
Cracd	289568	RGD1311575
Thbs4	29220	
Oacyl	291549	LOC291549
Oacyl	291549	RGD1304731
Arhgap23	303501	LOC303501
Ube2q1	295252	LOC295252
Ube2q1	295252	Ube2q
Cd226	307199	LOC307199
Cox7a2l2	688386	Cox7a2
Cox7a2l2	688386	Cox7a3
Cox7a2l2	688386	Cox7al
Cox7a2l2	688386	LOC688386
Cox7a2	688386	Cox7a2
Cox7a2	688386	Cox7a3
Cox7a2	688386	Cox7al
Cox7a2	688386	LOC688386
Cox7a2l2	29507	Cox7a2
Cox7a2l2	29507	Cox7a3
Cox7a2l2	29507	Cox7al
Cox7a2l2	29507	LOC688386
Cox7a2	29507	Cox7a2
Cox7a2	29507	Cox7a3
Cox7a2	29507	Cox7al
Cox7a2	29507	LOC688386
Lancl2	362375	LOC297148
Tead2	308582	Tead2_mapped
Hoxb4	497988	LOC497988
Hoxb4	497988	RGD1560113
Ranbp6	309326	LOC309326
Ubald1	302941	Fam100a
Ubald1	302941	MGC95014
Ubald1	302941	RGD1359443
LOC100910875	302941	Fam100a
LOC100910875	302941	MGC95014
LOC100910875	302941	RGD1359443
Oxr1	117520	MGC114530
Oxr1	117520	MGC93253
Tmem59	100196907	LOC298308
Tmem59	100196907	Orf18
Tmem59	100196907	RGD1310313
Tmem59	100196907	Shd11
Nxpe5	680711	LOC680711
Nxpe5	680711	Nxpe4
Tubgcp4	362203	LOC362203
Tubgcp4	362203	RGD1306924
		
Ube2q2l	317341	LOC317341
Ube2q2l	317341	RGD1563226
Casr	24247	PCaR1
Casr	24247	RaKCaR
Dpf3	299186	LOC102553599
Dpf3	299186	LOC299186
Dpf3	299186	LOC500691
Dpf3	299186	RGD1563913
Tp53inp2	362246	LOC362246
Tp53inp2	362246	Trp53inp2
Pcdhgb7		
Hspb11	685284	LOC685284
Hspb11	685284	MGC187878
		
Tnni3	29248	cTNI
Tnni3	29248	TnI
Olr1439	103690280	
LOC103690280	103690280	
Tgfbr1	29591	Alk5
Tgfbr1	29591	MGC93659
Tgfbr1	29591	Skr4
Tgfbr1	29591	tbetaR-I
Tgfbr1	29591	Tgfr-1
Paqr8	316275	LOC316275
Paqr8	316275	Pmrbeta
Paqr8	316275	RGD1311710
RGD1311595	309307	LOC309307
		
Pcp2	304195	LOC304195
Pex26	297570	LOC297570
Fbxo42	362646	LOC362646
		
Med9	497914	LOC497914
Med9	497914	RGD1563669
LOC689412	689412	
Tmem144	361968	LOC361968
Tmem144	361968	RGD1565845
		
RGD1560110	366565	LOC366565
LOC361914	361914	
RGD1309049	301306	LOC301306
		
		
	501937	
		
Slc35e3	362883	LOC362883
Slc35e3	362883	RGD1564876
Olfml1	361621	LOC361621
Atp7b	24218	Hts
Atp7b	24218	PINA
Atp7b	24218	Wd
		
		
		
RGD1359334	295265	MENT
RGD1359334	295265	MGC94920
		
LOC108348180	108348180	
LOC108348180	498351	
Npas4	266734	Nxf
Tgm2	56083	TgaseII
		
Trappc2l	100909916	LOC292074
Trappc2l	100909916	RGD1304906
Trappc2l	498914	LOC292074
Trappc2l	498914	RGD1304906
Trappc2l	292074	LOC292074
Trappc2l	292074	RGD1304906
Gdf11	29454	BMP-11
Gdf11	29454	GDF-11
Mir880	100314285	rno-mir-880
		
Rpl35a	100359498	MGC72845
Rpl35a	100359498	Rpl35a
Rpl35a	100359498	LOC100359498
Rpl35a	100359498	LOC100910496
LOC103690996	100359498	MGC72845
LOC103690996	100359498	Rpl35a
LOC103690996	100359498	LOC100359498
LOC103690996	100359498	LOC100910496
LOC108349682	100359498	MGC72845
LOC108349682	100359498	Rpl35a
LOC108349682	100359498	LOC100359498
LOC108349682	100359498	LOC100910496
Rpl35al1	100359498	MGC72845
Rpl35al1	100359498	Rpl35a
Rpl35al1	100359498	LOC100359498
Rpl35al1	100359498	LOC100910496
Rpl35a	103690996	MGC72845
Rpl35a	103690996	Rpl35a
Rpl35a	103690996	LOC100359498
Rpl35a	103690996	LOC100910496
LOC103690996	103690996	MGC72845
LOC103690996	103690996	Rpl35a
LOC103690996	103690996	LOC100359498
LOC103690996	103690996	LOC100910496
LOC108349682	103690996	MGC72845
LOC108349682	103690996	Rpl35a
LOC108349682	103690996	LOC100359498
LOC108349682	103690996	LOC100910496
Rpl35al1	103690996	MGC72845
Rpl35al1	103690996	Rpl35a
Rpl35al1	103690996	LOC100359498
Rpl35al1	103690996	LOC100910496
Rpl35a	108349682	MGC72845
Rpl35a	108349682	Rpl35a
Rpl35a	108349682	LOC100359498
Rpl35a	108349682	LOC100910496
LOC103690996	108349682	MGC72845
LOC103690996	108349682	Rpl35a
LOC103690996	108349682	LOC100359498
LOC103690996	108349682	LOC100910496
LOC108349682	108349682	MGC72845
LOC108349682	108349682	Rpl35a
LOC108349682	108349682	LOC100359498
LOC108349682	108349682	LOC100910496
Rpl35al1	108349682	MGC72845
Rpl35al1	108349682	Rpl35a
Rpl35al1	108349682	LOC100359498
Rpl35al1	108349682	LOC100910496
Rpl35a	57809	MGC72845
Rpl35a	57809	Rpl35a
Rpl35a	57809	LOC100359498
Rpl35a	57809	LOC100910496
LOC103690996	57809	MGC72845
LOC103690996	57809	Rpl35a
LOC103690996	57809	LOC100359498
LOC103690996	57809	LOC100910496
LOC108349682	57809	MGC72845
LOC108349682	57809	Rpl35a
LOC108349682	57809	LOC100359498
LOC108349682	57809	LOC100910496
Rpl35al1	57809	MGC72845
Rpl35al1	57809	Rpl35a
Rpl35al1	57809	LOC100359498
Rpl35al1	57809	LOC100910496
Ptpn14	305064	LOC305064
		
		
Gak	81659	
		
LOC100125364	100125364	C6orf120
LOC100125364	100125364	MGC94206
Npy1r	29358	FC5
Npy1r	29358	MGC109393
Npy1r	29358	NPY-1
Npy1r	29358	NPY1-R
		
LOC691272	691272	
		
Scnn1a	25122	
Rab7a	29448	Rab7
		
		
Spata1	362056	LOC362056
		
Itga2b	685269	LOC685269
		
Zfp90	498945	LOC498945
Zfp90	498945	MGC114532
Zfp90	498945	zfp-90
Rsph4a	309767	LOC309767
Rsph4a	309767	Rshl3
LOC103689994	309767	LOC309767
LOC103689994	309767	Rshl3
		
		
		
Ca12	363085	Car12
Ca12	363085	LOC363085
Olr982	404929	
Cux1	116639	CDP
Cux1	116639	CDP2
Cux1	116639	Cutl1
		
Mir466b-1	100314093	rno-mir-466b-1
Mir466b-1	100314093	rno-mir-466b-3
Mir466b-3	100314093	rno-mir-466b-1
Mir466b-3	100314093	rno-mir-466b-3
Mir466b-1	104796152	rno-mir-466b-1
Mir466b-1	104796152	rno-mir-466b-3
Mir466b-3	104796152	rno-mir-466b-1
Mir466b-3	104796152	rno-mir-466b-3
Mir675	100314133	rno-mir-675
	362790	
		
		
		
Hoxd11	102553842	LOC102553842
Spink14		Spink5l2
		
		
		
		
		
		
Tex2	303611	LOC303611
		
		
		
		
Srd5a2	64677	S5AR 2
		
		
Fam187b	689048	LOC689038
Fam187b	689048	LOC689048
Fam187b	689048	Tmem162
		
		
		
Adamtsl5	314626	LOC314626
Adamtsl5	314626	Thsd6
Chmp4c	361916	MGC108776
		
		
Mir466c	100314094	rno-mir-466c
Slc25a33	691431	LOC691431
		
LOC100359574	100359574	MGC72932
LOC100359574	100359574	Nhp2l1
LOC100359574	100359574	Otk27
Snu13	100359574	MGC72932
Snu13	100359574	Nhp2l1
Snu13	100359574	Otk27
		
		
		
		
LOC684444	684444	
Defa10	613221	
		
Nmu	63887	
Mir351-2	104796144	rno-mir-351-2
		
Rassf6	305251	MGC114410
		
		
		
		
Ttc19	691506	LOC287389
Ttc19	691506	LOC691506
Ttc19	691506	RGD1311797
		
Pla2g2e	298581	LOC298581
		
		
Soga1	311578	LOC311578
		
Olr927	366799	
Ppp1r9b	84686	Neb2
Ppp1r9b	84686	p130
Ppp1r9b	84686	PP1bp134
		
		
		
		
		
		
		
Abca1	313210	
		
Nsd1	306764	LOC306764
		
		
		
		
		
LOC294154	294154	LOC294294
LOC294154	294154	MGC124820
LOC294154	294154	RGD1310148
Fbxo6	192351	Fbg2
Fbxo6	192351	Fbxo6b
LOC686013	686013	
LOC102552829	102552829	
Cep85l	100365935	LOC100361627
Cep85l	100365935	LOC100365935
		
		
	100363520	
		
Zmynd15	287457	LOC287457
Herc6	362376	
Mroh8	100360777	LOC100360777
		
		
		
		
		
		
Nedd8	25490	CDK8
Nedd8	25490	MGC105320
		
		
		
		
		
		
LOC102549061	102549061	
		
		
Slc15a4	246280	LOC246280
Slc15a4	246280	MGC105315
Slc15a4	246280	rPHT1
Ablim3	307395	LOC307395
Ablim3	307395	RGD1565118
		
Fam241b	294499	LOC294499
Fam241b	294499	RGD1305587
		
Rassf5	54355	Maxp1
Rassf5	54355	Nore1
		
		
Mrpl50	362517	LOC362517
Pomgnt2	316091	Ago61
Pomgnt2	316091	Gtdc2
Pomgnt2	316091	LOC316091
Pomgnt2	316091	RGD1304827
		
		
Olr1273	100909958	
LOC100910548	100909958	
LOC100910363	100909958	
LOC100910227	100909958	
LOC100910153	100909958	
LOC100910086	100909958	
LOC100909937	100909958	
LOC100909958	100909958	
Olr1273	100910363	
LOC100910548	100910363	
LOC100910363	100910363	
LOC100910227	100910363	
LOC100910153	100910363	
LOC100910086	100910363	
LOC100909937	100910363	
LOC100909958	100910363	
Olr1273	300589	
LOC100910548	300589	
LOC100910363	300589	
LOC100910227	300589	
LOC100910153	300589	
LOC100910086	300589	
LOC100909937	300589	
LOC100909958	300589	
		
		
	685564	
		
		
		
Parp6	300759	LOC300759
Parp6	300759	RGD1310937
Slc25a19	303676	MGC93911
Mir871	100314095	rno-mir-871
		
Troap	300219	LOC300219
Mcm4	29728	Mcmd4
		
		
Sapcd2	680531	LOC680531
Adamts18	361412	LOC361412
Adamts18	361412	RGD1560118
Slc11a2	25715	DMT-1
Slc11a2	25715	DMT1
Slc11a2	25715	NRAMP 2
Slc11a2	25715	Nramp2
		
		
		
Ak5	365985	LOC365985
Cited4	114491	MRG-2
Cited4	114491	Mrg2
		
		
Alg11	361174	LOC361174
Alg11	361174	RGD1564725
Cst13	502679	LOC502679
Cst13	502679	RGD1564873
		
		
Aktip	291906	Fts
Aktip	291906	LOC291906
Aktip	291906	MGC109405
Apof	500761	apo-F
Apof	500761	LOC500761
Alx4	296511	LOC296511
Tspan10	688308	LOC688308
Fam221a	500118	LOC500118
Fam221a	500118	MGC114484
Olr853	298038	
Olr653	404830	
Olr653	295862	
Dhdds	298541	LOC298541
Kpna2	85245	MGC108637
		
St6galnac5	365984	LOC680513
St6galnac5	365984	Siat7E
St6galnac5	365984	ST6GalNAcV
		
B3gnt2	305571	B3gnt1
B3gnt2	305571	LOC305571
		
		
Galc	314360	
		
Scaf4	245924	LOC245924
Scaf4	245924	Sfrs15
Scaf4	245924	Srsf15
		
		
Arsk	365619	ASK
Arsk	365619	LOC365619
Arsk	365619	RGD1310182
Polr2i	103690054	LOC292778
LOC103690054	103690054	LOC292778
		
Prss8	192107	CAP1
		
Mrps35	297727	LOC297727
		
Grm1	24414	Gprc1a
Grm1	24414	mGluR1
Pgm1	24645	PGM 1
		
LOC103694404	103690821	LOC100363391
LOC103694404	103690821	LOC100361880
LOC103692785	103690821	LOC100363391
LOC103692785	103690821	LOC100361880
LOC103694169	103690821	LOC100363391
LOC103694169	103690821	LOC100361880
LOC103693375	103690821	LOC100363391
LOC103693375	103690821	LOC100361880
LOC103690821	103690821	LOC100363391
LOC103690821	103690821	LOC100361880
Rpl39	103690821	LOC100363391
Rpl39	103690821	LOC100361880
LOC103694404	103694169	LOC100363391
LOC103694404	103694169	LOC100361880
LOC103692785	103694169	LOC100363391
LOC103692785	103694169	LOC100361880
LOC103694169	103694169	LOC100363391
LOC103694169	103694169	LOC100361880
LOC103693375	103694169	LOC100363391
LOC103693375	103694169	LOC100361880
LOC103690821	103694169	LOC100363391
LOC103690821	103694169	LOC100361880
Rpl39	103694169	LOC100363391
Rpl39	103694169	LOC100361880
LOC103694404	103694404	LOC100363391
LOC103694404	103694404	LOC100361880
LOC103692785	103694404	LOC100363391
LOC103692785	103694404	LOC100361880
LOC103694169	103694404	LOC100363391
LOC103694169	103694404	LOC100361880
LOC103693375	103694404	LOC100363391
LOC103693375	103694404	LOC100361880
LOC103690821	103694404	LOC100363391
LOC103690821	103694404	LOC100361880
Rpl39	103694404	LOC100363391
Rpl39	103694404	LOC100361880
Vom1r27	494297	V1re19
Dnah5	294854	DLP5
Dnah5	294854	Dnahc5
Dnah5	294854	Dnahc8
		
LOC102546476	102546476	
Shisa8	315163	LOC315163
Shisa8	315163	RGD1563996
RGD1307554	292739	LOC292739
		
Slc9a8	311651	LOC311651
Slc9a8	311651	NHE-8
Ubtd1	309373	LOC309373
		
		
		
		
		
Vom1r63	494311	V1re15
Cog3	361073	LOC361073
Zdhhc20	305923	LOC305923
Zdhhc20	305923	MGC156467
Zdhhc20	305923	RGD1305755
Gadd45gip1	288916	LOC288916
Gadd45gip1	288916	MRP-L59
Sp9	366078	LOC366078
Sp9	366078	RGD1559457
RGD1308750	294066	LOC294066
Crabp2	100911902	
Clec3a	365009	Clecsf1
Clec3a	365009	LOC365009
Idh3g	25179	IDH
Idh3g	25179	MGC94551
B4galt5	362275	LOC362275
Tlk1	311118	LOC311118
Usp50	311399	LOC311399
Usp50	311399	RGD1564751
Fam131a	100360487	LOC100360487
LOC100912498	100360487	LOC100360487
LOC361646	361646	LOC293474
LOC361646	361646	RGD1307324
Tbc1d25	302552	LOC302552
Tbc1d25	302552	Oatl1
Tbc1d25	302552	RGD1559711
Egfl6	317470	
Rad51ap1	689055	LOC689055
Rad51ap1	689055	MGC156698
Primpol	361147	Ccdc111
Primpol	361147	LOC361147
Primpol	361147	RGD1562119
Prdm2	313678	Prdm2_mapped
Prdm2	313678	Riz
Zfp74	103690038	Znf569
LOC103690038	103690038	Znf569
Tbc1d1	360937	LOC360937
LOC100909474	288031	LOC288031
LOC100909474	288031	MGC116410
LOC100909474	288031	RGD1304790
Fam43a	288031	LOC288031
Fam43a	288031	MGC116410
Fam43a	288031	RGD1304790
Itgax	499271	LOC499271
Itgax	499271	RGD1561123
		
Smad5	59328	Madh5
Smad5	59328	SMAD 5
		
Fxyd4	64190	Chif
Suv39h1l1	302553	LOC302553
Suv39h1l1	302553	RGD1565028
Suv39h1l1	302553	Suv39h1
Hnrnpl	80846	hnrnp-L
Hnrnpl	80846	Hnrpl
LOC100912365	100912365	
Fancb	501552	LOC501552
Fancb	501552	RGD1561555
Mospd4	317161	LOC317161
Fam92b	361423	LOC361423
Fam92b	361423	RGD1560673
Gpr6	83683	
Fgd6	500824	LOC500824
Fgd6	500824	RGD1565609
Mrps2	362094	LOC362094
Rab20	689377	LOC689377
Tshz1		LOC307217
Tshz1		Sdccag33
Bbs1	309156	LOC309156
		
Lpcat1	361467	Aytl2
Lpcat1	361467	LOC361467
Lpcat1	361467	LPCAT-1
Lpcat1	361467	RGD1311599
LOC100359574	100359574	MGC72932
LOC100359574	100359574	Nhp2l1
LOC100359574	100359574	Otk27
Snu13	100359574	MGC72932
Snu13	100359574	Nhp2l1
Snu13	100359574	Otk27
LOC100359574	300092	MGC72932
LOC100359574	300092	Nhp2l1
LOC100359574	300092	Otk27
Snu13	300092	MGC72932
Snu13	300092	Nhp2l1
Snu13	300092	Otk27
		
Emc10	292878	Inm02
Emc10	292878	MGC93975
Riok3	361293	LOC361293
LOC102552128	102552128	
Dmbx1	313512	LOC313512
Dmbx1	313512	Otx3
LOC103690139	103690139	Cml1
LOC103690139	103690139	Cml6
LOC103690139	103690139	MGC93215
LOC103690139	103690139	Nat8
LOC103690139	103690139	RGD621605
Nat8b	103690139	Cml1
Nat8b	103690139	Cml6
Nat8b	103690139	MGC93215
Nat8b	103690139	Nat8
Nat8b	103690139	RGD621605
		
MGC116202	688736	Kiaa0895l
Entpd3	316077	NTPDase3
LOC502660	502660	
Lipg	291437	EDL
Lipg	291437	LOC291437
LOC100911994	100911994	
Selenoh	502642	LOC502642
Selenoh	502642	RGD1563348
Selenoh	502642	Selh
Kcnk15	156873	
Olr796	404788	
Fn3krp	303755	LOC303755
Fn3krp	303755	RGD1304570
Chp1	64152	Chp
Chp1	64152	Wrch2
Sparc	24791	BM-40
Sparc	24791	ON
Esrrg	360896	errg
		
Zfp647	102555083	LOC362948
Zfp647	102555083	Znf250
Zfp647	102555083	Znf647
LOC102555083	102555083	LOC362948
LOC102555083	102555083	Znf250
LOC102555083	102555083	Znf647
Zfp647	362948	LOC362948
Zfp647	362948	Znf250
Zfp647	362948	Znf647
LOC102555083	362948	LOC362948
LOC102555083	362948	Znf250
LOC102555083	362948	Znf647
LOC103694910	103694910	GPI-MT-I
Pigm	103694910	GPI-MT-I
Ccdc58	288065	LOC288065
Ccdc58	288065	RGD1564582
Guca1b	316218	LOC316218
Gas2l1	360973	LOC360973
Tnpo2	304670	LOC304670
Osbpl2	296461	LOC296461
Osbpl2	296461	MGC108916
Dffb	84359	Cad
Dffb	84359	DFF-40
Plcb2	85240	
		
Slc10a4	305309	LOC305309
Cdx1	364883	LOC364883
Zfp518b	498390	LOC498390
Zfp518b	498390	RGD1564150
LOC691325	691325	
Cacng1	29658	CACNG
Tph2	317675	Ntph
Olr552	405943	
Dgcr6	303794	LOC303794
C17h6orf52	498729	LOC498729
C17h6orf52	498729	RGD1562963
		
Caly	192349	Drd1ip
Elovl3	309449	LOC309449
Ppp1r9a	84685	Neb1
Ppp1r9a	84685	p180
Ppp1r9a	84685	PP1bp175
Prmt8	688502	LOC688502
		
Ube2z	303478	LOC303478
Ube2z	303478	MGC124852
Ube2z	303478	RGD1308347
Ube2z	303478	use1
Vom2r10	292414	LOC292414
Vom2r10	292414	RGD1565464
Cog5	314030	LOC314030
Cog5	314030	RGD1563296
Zpbp2	363676	
Prap1	60574	Upa
Igsf3	295325	LOC295325
Ints4	308837	LOC308837
Ints4	308837	RGD1305036
Scgb1a1	25575	CC10
Scgb1a1	25575	CCPBP
Scgb1a1	25575	CCSP
Scgb1a1	25575	PCBB
Scgb1a1	25575	Ugb
Cox7b2	100361960	LOC100361960
		
Agpat2	311821	LOC311821
Ripk3	246240	Hcyp2
Ripk3	246240	RIP-3
Ripk3	246240	Rip3
Chrna1	79557	
Nrn1	83834	MGC105351
Nrn1	83834	Nrn
	679869	
Pglyrp3	499658	LOC295180
Pglyrp3	499658	LOC499658
Pglyrp3b	499658	LOC295180
Pglyrp3b	499658	LOC499658
		
Ndc1	362557	LOC362557
Ndc1	362557	Tmem48
Rexo5	309036	2610020h08rik
Rexo5	309036	Exnef
Rexo5	309036	LOC309036
Rexo5	309036	MGC156803
Rexo5	309036	RGD1305412
Tbcd	100361417	LOC100361417
Tbcd	100361417	LOC360683
Tbcd	100361417	LOC363309
Pus3	315554	LOC315554
Pus3	315554	RGD1310757
Rab11fip3	303002	LOC303002
Rab11fip3	303002	LRRGT00043
Rab11fip3	303002	RGD1308952
Hils1	690026	LOC690026
	309757	
Pou4f2	171355	Brn-3.2
Pou4f2	171355	Brn-3B
Pou4f2	171355	Brn3b
Pcnx2	307949	LOC307949
Pcnx2	307949	LOC307974
Pcnx2	307949	LOC365028
Pcnx2	307949	Pcnxl2
Pcnx2	307949	RGD1305883
Ifitm6	309104	LOC309104
Mlf2	312709	LOC312709
Olr659	295865	
		
Fev	246271	pet-1
Fev	246271	Pet1
Trim5	308906	LOC308906
Trim5	308906	RGD1304579
		
		
		
Mir132	100314029	rno-mir-132
Rock2	25537	ROCK-II
Rock2	25537	ROK
Casq2	29209	cardCSQ
		
Vom1r7	494259	V1re3
Olr232	405921	
		
		
Zfp207	303763	LOC303763
Zfp207	303763	MGC116398
Pramef12	691157	LOC691157
		
Emilin2	316736	LOC316736
		
Clock	60447	rCLOCK
		
Rfc3	288414	LOC288414
Rfc3	288414	MGC109141
Slc9a1	24782	NHE-1
Slc9a1	24782	Nhe1
Ctnnd1	311163	Catns
Ctnnd1	311163	LOC311163
Mir128-1	100314026	rno-mir-128-1
Olr484	295750	LOC100912463
		
Rab2b	305853	LOC305853
Rab2b	305853	MGC125131
Olr306	405040	
Ephb4	686310	LOC686310
		
		
RGD1359449	314959	LOC314959
		
Olr1392	405984	
Tmem145	292722	LOC292722
		
Olr1148	405173	
Tppp2	498497	LOC498497
Tppp2	498497	RGD1566185
Ripor1	291974	Fam65a
Ripor1	291974	LOC291974
Ripor1	291974	RGD1307772
		
		
		
		
		
Upk3a	315190	LOC315190
Mir471	100314110	rno-mir-471
RGD1563378	302719	LOC302719
		
		
		
		
	100361706	
		
		
		
Mir878	100314098	rno-mir-878
		
Stpg3	499746	BC033939
Stpg3	499746	LOC499746
Atp2b3	29599	Pmca3
Rabl2	362987	LOC362987
Rabl2	362987	Rabl2a
Rabl2	362987	Rabl2b
		
		
		
		
		
Ppp2r2b	60660	Pppr2b2
		
Zwilch	691493	LOC691493
Ehd4	192204	MGC91469
Ehd4	192204	Past2
		
Olr126	293262	
		
Mir204	100314051	rno-mir-204
LOC102553278	102553278	
Cdipt	192260	Pis
Cdipt	192260	Pis1
		
Ctnnbl1	296320	NAP
LOC680045	680045	
		
		
		
		
Klk8	308565	bsp1
Klk8	308565	Klnh
Klk8	308565	LOC308565
Klk8	308565	NP
		
		
		
Nags	303563	LOC303563
Nags	303563	RGD1565783
Heatr3	361375	LOC361375
Heatr3	361375	RGD1308267
		
Mid2	363502	LOC363502
Mid2	363502	RGD1565674
		
		
		
		
Chmp6	287873	LOC287873
Chmp6	287873	RGD1565325
		
		
		
Cysltr2	170926	Cyslt2
		
Olr463	405255	
		
		
		
Heatr5a	362737	LOC362737
Heatr5a	362737	RGD1561116
Defb44	641652	
Vom1r62	494289	V1rk2
		
		
		
		
		
Stx1b	24923	P35B
Stx1b	24923	Stx1b2
Stx1b	24923	Stx2
		
		
		
		
		
Sh3bgr	498066	LOC498066
Sh3bgr	498066	RGD1563599
Slc6a14	298340	Atb0+
		
Rmi2	497856	LOC497856
Rmi2	497856	RGD1563163
		
Efl1	308789	Eftud1
Efl1	308789	LOC308789
		
		
Gadd45g	291005	LOC291005
		
Rnf103	84508	Adrg34
Rnf103	84508	Kf1
Rnf103	84508	Zfp103
		
		
Rdh10	353252	
		
		
Rhbdf2	303690	LOC303690
Rhbdf2	303690	Rhbdl6
		
Sostdc1	266803	USAG-1
Sostdc1	266803	Usag1
Sostdc1	266803	Wise
		
		
Efcab6	315179	Efcab3
Efcab6	315179	LOC315179
Efcab6	315179	RGD1309065
Srsf9	288701	LOC288701
Srsf9	288701	MGC105562
Srsf9	288701	Sfrs9
Rnf187	360533	LOC360533
Rnf187	360533	RACO-1
Rnf187	360533	RGD1308636
		
		
		
		
Ddx27	362274	LOC362274
		
Stau1	84496	MGC124588
Stau1	84496	Stau
Slc7a6os	246187	LOC246187
		
Tac3	29191	Tac2
		
Bcl9	310704	LOC310704
		
Usp1	313387	LOC313387
Usp1	313387	MGC108773
		
Pla2g4c	691810	LOC292645
Pla2g4c	691810	LOC691810
Pla2g4c	691810	Pla2g4cl1
Pla2g4c	691810	Pla2g4cl2
Pla2g4c	691813	LOC292645
Pla2g4c	691813	LOC691810
Pla2g4c	691813	Pla2g4cl1
Pla2g4c	691813	Pla2g4cl2
Pola2	85242	
		
RGD1304770	309810	LOC309810
Mpzl2	300679	Eva
Mpzl2	300679	Eva1
Mpzl2	300679	LOC300679
Vps4b	360834	LOC360834
Vps4b	360834	MGC116271
Polr3f	311487	LOC311487
		
LOC108348081	108348081	LOC100911604
LOC108348081	108348081	LOC691632
LOC108348081	108348081	Mic2l1
LOC108348081	108348081	Rhombex-40
LOC108348081	108348081	vms-tm2
Cd99l2	108348081	LOC100911604
Cd99l2	108348081	LOC691632
Cd99l2	108348081	Mic2l1
Cd99l2	108348081	Rhombex-40
Cd99l2	108348081	vms-tm2
LOC108348081	171485	LOC100911604
LOC108348081	171485	LOC691632
LOC108348081	171485	Mic2l1
LOC108348081	171485	Rhombex-40
LOC108348081	171485	vms-tm2
Cd99l2	171485	LOC100911604
Cd99l2	171485	LOC691632
Cd99l2	171485	Mic2l1
Cd99l2	171485	Rhombex-40
Cd99l2	171485	vms-tm2
Slc25a46	291709	LOC291709
Slc25a46	291709	RGD1305072
		
Baz1a	314126	LOC314126
		
Npepps	50558	Psa
Ube4b	298652	LOC298652
Ube4b	298652	ufd2a
Ints6l	681665	Ddx26b
		
Erich2	499806	LOC499806
		
		
	287517	
Dock1	309081	LOC309077
Dock1	309081	LOC309081
Dock1	309081	RGD1566072
Mir628	100314130	rno-mir-628
H4f3	684828	Hist1h1d
H4f3	684828	LOC684828
		
G6pd	24377	G6pdx
		
Olr1533	304026	ratchr11-41913757-41912837_ORF
Crem	25620	CREM delta C-G
Crem	25620	CREM-17X
Crem	25620	Icer
		
Nr1h4	60351	Fxr
Nr1h4	60351	MGC94878
		
		
Cap2	116653	CAP 2
Ppid	361967	Cyp-40
Ppid	361967	CypD
Ppid	361967	MGC93768
		
Ces1d	291863	Ces3
Ces1d	113902	Ces3
Vwc2l	501160	LOC501160
Vwc2l	501160	RGD1565501
Slc9a7	317170	Nhe7
		
		
Rtraf	302247	LOC302247
Rtraf	302247	LRRGT00192
Rtraf	302247	RGD1304704
Csnk1d	64462	
		
Olr400	296661	
Fmnl1	287746	LOC287746
		
Flywch1	360488	LOC360488
Flywch1	360488	RGD1309385
Prmt2	499420	Hrmt1l1
Prmt2	499420	LOC102549829
Tspyl4	309828	LOC309828
		
		
Cldn34b	680342	LOC680342
LOC687399	687399	
Rnf216	304294	LOC304294
Rnf216	304294	RGD1565135
Akap8	116633	AKAP 95
Akap8	116633	AKAP-8
Akap8	116633	Akap95
Chst7	302302	C6ST-2
Chst7	302302	Gn6st-4
Chst7	302302	GST-5
Chst7	302302	MGC124926
Vps8	287990	LOC287990
Vps8	287990	RGD1309443
Slc13a1	58980	naSi-1
Zfp62	497894	LOC497894
Zfp62	497894	RGD1560191
Flrt1	499308	LOC499308
Flrt1	499308	RGD1565152
LOC108348151	192276	
		
Ppp6c	171121	LOC171121
Ppp6c	171121	MGC93213
Ppp6c	171121	PP-V
Ppp6c	171121	PP6C
LOC102556967	102556967	LOC499144
Dtwd1	296119	LOC296119
Dtwd1	296119	RGD1311144
Nuak2	289419	1200013b22rik
Nuak2	289419	MGC93817
Nuak2	289419	Snark
Nuak2	289419	UV126
Eif3l	300069	Eif3s6ip
Eif3l	300069	LOC300069
Eif3l	300069	MGC116337
H2afb3	302783	LOC302783
H2afb3	302783	RGD1561666
Olr1341	300643	
Xpc	312560	LOC312560
		
Pramel7	502647	LOC502647
Pramel7	502647	RGD1565990
